,moble,price,features,rating
446,"I Kall S1 Pro (Jordy Blue, 128 GB)","₹9,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.27 cm (6.8 inch) HD+ Display13MP + 5MP + 2MP | 8MP Front Camera6000 mAh BatteryOcta Core Processor1 Year Domestic Warranty,3.6
447,LAVA A1 TAMIL 2021,"₹1,149",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Display0.3MP Rear Camera800 mAh Battery1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box,3.8
448,"MOTOROLA Edge 30 Ultra (Interstellar Black, 256 GB)","₹49,999",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display200MP + 50MP + 12MP | 60MP Front Camera4610 mAh Lithium BatteryQualcomm Snapdragon 8+ Gen 1 Processor1 Year on Handset and 6 Months on Accessories,4.3
449,"SAMSUNG Galaxy M04 (Light Green, 64 GB)","₹7,989",4 GB RAM | 64 GB ROM16.51 cm (6.5 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh BatteryMediaTek Helio P35 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.1
450,"Tecno Spark Go 2023 6.56 HD+Display 13MP Dual Camera (Orange, 64 GB)","₹7,728",4 GB RAM | 64 GB ROM16.66 cm (6.56 inch) Display13MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 Months on Phone & 6 Months on Accessories,4.1
451,"vivo Y56 5G (Orange Shimmer, 128 GB)","₹18,999",8 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMediatek Dimensity 700 Processor1 Year Manufacturer Warranty for Handset and 6 Months Manufacturer Warranty for In-Box Accessories,4.2
452,GFive U707,₹725,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera950 mAh Battery1 Year Manufacturer warranty.,3.5
453,KARBONN K531,"₹1,390",32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera1800 mAh Battery1 YEAR DOMESTIC WARRANTY,4
454,DIZO Star 300,"₹1,342",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB4.5 cm (1.77 inch) Quarter QVGA Display0.3MP Rear Camera2550 mAh BatterySC6531E Processor1 Year Warranty,3.9
455,"realme GT 2 (Steel Black, 128 GB)","₹24,999",8 GB RAM | 128 GB ROM16.81 cm (6.62 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 888 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
456,Micromax X413,₹925,32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0.3MP Rear Camera800 mAh BatteryOne Year manufacturer Warranty,4
457,"SAMSUNG Galaxy M04 (Light Green, 128 GB)","₹9,282",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display13MP + 2MP5000 mAh BatteryMediaTek Helio P35 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,4.1
458,"SAMSUNG Galaxy M04 (Dark Blue, 128 GB)","₹8,968",4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display13MP + 2MP5000 mAh BatteryMediaTek Helio P35 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,4.1
459,"REDMI Note 12 Pro 5G (Stardust Purple, 256 GB)","₹26,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Dimensity 1080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
460,"REDMI Note 12 5G (Matte Black, 256 GB)","₹20,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 4 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1
461,Kechaoda K115,"₹1,110",32 MB RAM | 32 MB ROM3.66 cm (1.44 inch) QVGA Display0.3MP Rear Camera850 mAh Battery6 Months,4.1
462,Kechaoda K115,"₹1,104",32 MB RAM | 32 MB ROM3.66 cm (1.44 inch) QVGA Display0.3MP Rear Camera850 mAh Battery6 Months,4.1
463,Kechaoda K115,"₹1,120",32 MB RAM | 32 MB ROM3.66 cm (1.44 inch) QVGA Display0.3MP Rear Camera850 mAh Battery6 Months,4.1
464,"realme 10 Pro 5G (Dark Matter, 128 GB)","₹19,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
465,itel it5026 Keypad Mobile|1200 mAh battery|Expandable Storage upto 32GB,"₹1,289",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display2MP Rear Camera1200 mAh Battery1 Year Manufacturer Warranty on handset and six month of accessories,4
466,I Kall K26,₹749,32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0.3MP Rear Camera1000 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.5
467,I Kall K37,₹844,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB6.1 cm (2.4 inch) Display0.3MP Rear Camera1000 mAh Battery12 Month Manufacturer Warranty,3.6
468,"OPPO A17 (Midnight Black, 64 GB)","₹11,999",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.66 cm (6.56 inch) HD+ Display50MP + 0.3MP + 0.3MP | 5MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G35 Processor1 Year on Handset and 6 Months on Accessories,4.3
469,Nokia 110 DS,"₹1,875",4 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display1MP Rear Camera800 mAh Battery1 Year,4
470,"SAMSUNG Galaxy S21 FE 5G (Graphite, 128 GB)","₹39,999",8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display12MP + 12MP + 8MP (OIS) | 32MP Front Camera4500 mAh Lithium-ion Battery1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.3
471,itel iPower 430 Triple sim|2500 mAh Battery|Expandable Storage upto 32GB,"₹1,539",8 MB RAM | 8 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera2500 mAh Battery12+1 Month Warranty | 111 Days Replacement Offer (Special Offer),3.9
472,"REDMI Note 12 5G (Frosted Green, 256 GB)","₹20,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 4 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.1
473,GFive U106,₹683,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera950 mAh Battery1 Year Manufacturer warranty.,3.4
474,Snexian Rock,"₹1,499",32 MB RAM | 32 MB ROM4.32 cm (1.7 inch) Display0.3MP Rear Camera800 mAh Battery1 Year,4
475,GFive U220+,₹665,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Manufacturer warranty.,3.5
476,"vivo Y02 (Cosmic Grey, 32 GB)","₹8,499",3 GB RAM | 32 GB ROM16.54 cm (6.51 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediaTek P22 Processor1 Year of Device & 6 Months for In-Box Accessories,4.2
477,SAREGAMA Carvaan Mobile Hindi Don M12 with 1000 Pre-Loaded Songs,"₹1,750",32 MB RAM | 1.3 GB ROM4.57 cm (1.8 inch) Display800 mAh Battery12 months warranty against manufacturing defects,3.9
478,Micromax X412,₹916,32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display800 mAh Battery12 Month,3.9
479,"realme 10 Pro 5G (Hyperspace, 128 GB)","₹19,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
480,I Kall K100,₹719,32 MB RAM | 32 MB ROM | Expandable Upto 32 MB4.57 cm (1.8 inch) Display1000 mAh Battery1 Year warranty for Mobile and 6 Months for accessories,3.3
481,"realme 10 Pro 5G (Hyperspace, 128 GB)","₹18,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
482,"realme 10 Pro 5G (Dark Matter, 128 GB)","₹18,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
483,"realme 10 Pro 5G (Nebula Blue, 128 GB)","₹18,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
484,"REDMI Note 12 Pro+ 5G (Iceberg Blue, 256 GB)","₹29,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display200MP + 8MP + 2MP | 16MP Front Camera4980 mAh Lithium Polymer BatteryMediatek Dimensity 1080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
485,"I Kall King Talking, Contact icon and Auto Call Recording",₹737,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery12 Months on Feature phone and 6 Months On Accessories,3.6
486,Micromax X513+,"₹1,199",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0.3MP Rear Camera1750 mAh BatteryOne Year manufacturer Warranty,3.8
487,"OnePlus 10R (Sierra Black, 128 GB)","₹28,399",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4.3
488,"realme GT 2 (Paper White, 256 GB)","₹28,999",12 GB RAM | 256 GB ROM16.81 cm (6.62 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 888 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.4
489,KARBONN K140 Pop,₹999,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery1 year manufacturer warranty on handset & 6 months warranty on box accessories,3.9
490,"POCO F5 5G (Snowstorm White, 256 GB)","₹27,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 7+ Gen 2 (4nm) Processor2 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
491,"realme GT 2 (Steel Black, 256 GB)","₹28,999",12 GB RAM | 256 GB ROM16.81 cm (6.62 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 888 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.4
492,"REDMI A1 (Light Green, 32 GB)","₹6,485",2 GB RAM | 32 GB ROM16.56 cm (6.52 inch) Display5MP Rear Camera5000 mAh Battery12 months,4.2
493,"SAMSUNG Galaxy M34 5G (Waterfall Blue, 128 GB)","₹23,740",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories,3.5
494,I Kall K26,₹749,32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0.3MP Rear Camera1000 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4
495,Kechaoda A27,₹997,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) Display800 mAh Battery1 Year Warranty,4.1
496,LAVA A1 2021,"₹1,149",0 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Display0.3MP Rear Camera800 mAh Li-ion Battery1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box,3.2
497,"Vox King Talking, Contact icon and Auto Call Recording",₹899,32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera2500 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.9
498,"Nokia 106 4G Keypad Mobile, Long-Lasting Battery, MicroSD Card Slot","₹2,649",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP | 0MP Front Camera1450 mAh BatteryUnisoc T107 Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,3.4
499,GFive U106,₹645,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera950 mAh Battery1 Year Manufacturer warranty.,4
500,itel IT5626,"₹1,799",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) QVGA Display0.3MP Rear Camera2500 mAh Lithium ion BatterySC6531C Processor100 Days Replacement with 1 Year of Phone Warranty and 6 Months on Accessories,3.9
501,Good One G5605N,₹999,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display2MP Rear Camera2500 mAh Battery12 Months Warranty,3.9
502,KARBONN K9 Yuva,"₹1,294",64 MB RAM | 32 KB ROM4.57 cm (1.8 inch) QVGA Display2MP Rear Camera2502 mAh Battery1 Year Manufacturer Warranty,4.2
503,"IQOO Z7S 5G (Norway Blue, 128 GB)","₹20,017","8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Display64MP Rear Camera4500 mAh Battery1 Year for  handset ,6 months for accessories",4.3
504,Good One G5605N,₹999,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display2MP Rear Camera2500 mAh Battery12 Months Warranty,3.9
505,"realme Narzo 60 5G (Mars Orange, 256 GB)","₹20,819",8 GB RAM | 256 GB ROM16.33 cm (6.43 inch) Display64MP Rear Camera5000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories,4.3
506,"realme Narzo 60 5g (Cosmic Black, 256 GB)","₹20,758",8 GB RAM | 256 GB ROM16.33 cm (6.43 inch) Display64MP Rear Camera5000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories,4.3
507,"OnePlus Nord CE3 5G (Grey Shimmer, 256 GB)","₹28,829",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories,4.4
508,"REDMI Note 12 5G (Frosted Green, 128 GB)","₹16,999",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 4 Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4
509,KARBONN K140 Pop,₹999,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery1 year manufacturer warranty on handset & 6 months warranty on box accessories,3.9
510,itel IT5626,"₹1,799",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) QVGA Display0.3MP Rear Camera2500 mAh Lithium ion BatterySC6531C Processor100 Days Replacement with 1 Year of Phone Warranty and 6 Months on Accessories,4
511,Micromax X818,"₹1,997",32 MB RAM | 32 MB ROM7.11 cm (2.8 inch) Display0.3MP Rear Camera1450 mAh BatteryOne Year manufacturer Warranty,3.9
512,I Kall K26,₹749,32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0.3MP Rear Camera1000 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.5
513,SAREGAMA Carvaan Mobile Hindi Don M12 with 1000 Pre-Loaded Songs,"₹1,750",32 MB RAM | 1.30 GB ROM4.57 cm (1.8 inch) Display800 mAh Battery12 months warranty against manufacturing defects,3.9
514,"MOTOROLA Edge 30 (Aurora Green, 128 GB)","₹22,999",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP + 50MP + 2MP | 32MP Front Camera4020 mAh Lithium BatteryQualcomm Snapdragon 778G Plus Processor1 Year on Handset and 6 Months on Accessories,4.1
515,"vivo V27 5G (Magic Blue, 128 GB)","₹32,999",8 GB RAM | 128 GB ROM17.22 cm (6.78 Inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 50MP Front Camera4600 mAh BatteryMediatek Dimensity 7200 5G Processor1 Year Brand Warranty,4.4
516,GFive U707,₹725,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Manufacturer warranty.,3.5
517,"Infinix Note 12 (Jewel Blue, 128 GB)","₹12,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.02 cm (6.7 inch) Full HD+ AMOLED Display50MP + 2MP Depth + AI Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediaTek Helio G88 Processor1 Year on Handset and 6 Months on Accessories,4.2
518,"SAMSUNG Galaxy A14 5G (Black, 128 GB)","₹17,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + 2MP | 13MP Front Camera5000 mAh Lithium Ion BatterySEC S5E8535 (Exynos 1330) Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.1
519,Kechaoda A20,₹999,512 MB RAM | 32 MB ROM4.57 cm (1.8 inch) QVGA Display0.3MP Rear Camera1000 mAh Battery1 Year Brand Warranty,3.8
520,"REDMI 12 5G (Pastel Blue, 128 GB)","₹13,769",4 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty,4
521,Micromax X702,"₹1,111",32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera1000 mAh BatteryOne Year manufacturer Warranty,3.6
522,"Infinix Note 12 (Force Black, 64 GB)","₹10,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (6.7 inch) Full HD+ AMOLED Display50MP + 2MP Depth + AI Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediaTek Helio G88 Processor1 Year on Handset and 6 Months on Accessories,4.2
523,"REDMI Note 12 Pro 5G (Onyx Black, 256 GB)","₹26,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Dimensity 1080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
524,"REDMI 12c (Mint Green, 6 GB)","₹9,999",128 GB RAM | 6 GB ROM17.04 cm (6.71 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty 1 Year For Handset And 6 Month For Accessories,3.6
525,"REDMI 12C (Mint Green, 64 GB)","₹8,785",4 GB RAM | 64 GB ROM17.04 cm (6.71 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty 1Year For Handset And 6 Month For Accessories.,4.2
526,"Infinix Hot 12 (Exploratory Blue, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM17.32 cm (6.82 inch) HD+ Display50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera6000 mAh Lithium-ion Polymer BatteryMeditek Helio G37 Processor1 Year on Handset and 6 Months on Accessories,4.2
527,"Infinix Hot 12 (7° Purple, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM17.32 cm (6.82 inch) HD+ Display50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera6000 mAh Lithium-ion Polymer BatteryMeditek Helio G37 Processor1 Year on Handset and 6 Months on Accessories,4.2
528,"Infinix Hot 12 (Polar Black, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM17.32 cm (6.82 inch) HD+ Display50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera6000 mAh Lithium-ion Polymer BatteryMeditek Helio G37 Processor1 Year on Handset and 6 Months on Accessories,4.2
529,Good One G5605N,₹999,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display2MP Rear Camera2500 mAh Battery12 Months Warranty,3.9
530,GFive U106,₹645,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera950 mAh Battery1 Year Manufacturer warranty.,3.4
531,"Nokia 106 4G Keypad Mobile, Long-Lasting Battery, MicroSD Card Slot","₹2,649",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP | 0MP Front Camera1450 mAh BatteryUnisoc T107 Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,3.9
532,"APPLE iPhone 14 (Blue, 128 GB)","₹66,999","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.6
533,"OPPO A17 (Sunlight Orange, 64 GB)","₹11,999",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.66 cm (6.56 inch) HD+ Display50MP + 0.3MP + 0.3MP | 5MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G35 Processor1 Year on Handset and 6 Months on Accessories,4.3
534,Kechaoda K113,"₹1,420",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) QVGA Display0.3MP Rear Camera3000 mAh Battery1 Year Manufacturer Warranty,4
535,UiSmart Ui-06,"₹1,650",512 MB RAM | 256 MB ROM4.5 cm (1.77 inch) Display0.01MP Rear Camera1050 mAh Battery1 YEAR FOR HANDSET,4
536,"REDMI A2 (Classic Black, 32 GB)","₹6,640",2 GB RAM | 32 GB ROM16.56 cm (6.52 inch) HD+ Display8MP Rear Camera5000 mAh BatteryMediatek Helio G36 Processor2 year,4.1
537,itel Muzik 110| 1900 mAh battery| Expandable Storage upto 32GB,"₹1,279",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera1900 mAh Lithium-ion BatterySC6531E Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,4.1
538,LAVA A1 2021,"₹1,129",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Display0.3MP Rear Camera800 mAh Li-ion Battery1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box,4
539,LAVA A1 2021,"₹1,149",0 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Display0.3MP Rear Camera800 mAh Li-ion Battery1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box,4.1
540,itel IT5626,"₹1,799",8 MB RAM | 8 MB ROM | Expandable Upto 32 GB7.11 cm (2.8 inch) QVGA Display0.3MP Rear Camera2500 mAh Lithium ion BatterySC6531C Processor100 Days Replacement with 1 Year of Phone Warranty and 6 Months on Accessories,4
541,itel iPower 430 Triple sim|2500 mAh Battery|Expandable Storage upto 32GB,"₹1,539",8 MB RAM | 8 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera2500 mAh Battery12+1 Month Warranty | 111 Days Replacement Offer (Special Offer),3.9
542,"POCO F5 5G (Carbon Black, 256 GB)","₹27,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display64MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 7+ Gen 2 (4nm) Processor2 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
543,"realme 9i 5G (Soulful Blue, 128 GB)","₹16,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryMediatek Dimensity 810 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.3
544,Nokia 110 TA-1302 DS,"₹1,690",4 MB RAM | 4 MB ROM | Expandable Upto 32 MB4.5 cm (1.77 inch) QVGA Display1MP Rear Camera800 mAh BatteryBrand Warranty of 1 Year Available for Mobile,4
545,Jmax J06,₹699,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1100 mAh BatteryDomestic Warranty,3.6
546,"realme 9i 5G (Soulful Blue, 64 GB)","₹14,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryMediatek Dimensity 810 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,4.5
547,GFive L228,"₹1,099",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB7.11 cm (2.8 inch) Display0.3MP Rear Camera3000 mAh Battery1 Year Manufacturer warranty.,3.3
548,"REDMI 12C (Matte Black, 64 GB)","₹8,320",4 GB RAM | 64 GB ROM17.04 cm (6.71 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty 1Year For Handset And 6 Month For Accessories.,4.2
549,"REDMI 12C (Royal Blue, 64 GB)","₹8,685",4 GB RAM | 64 GB ROM17.04 cm (6.71 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty 1Year For Handset And 6 Month For Accessories.,4.2
550,"MOTOROLA Edge 30 Ultra (Starlight White, 256 GB)","₹49,999",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display200MP + 50MP + 12MP | 60MP Front Camera4610 mAh Lithium BatteryQualcomm Snapdragon 8+ Gen 1 Processor1 Year on Handset and 6 Months on Accessories,4.3
551,GFive C3 Card,₹999,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera800 mAh Battery1 Year Manufacturer warranty.,3.7
552,Micromax X702,"₹1,104",32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera1000 mAh BatteryOne Year manufacturer Warranty,3.6
553,"Infinix Hot 12 (Turquoise Cyan, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM17.32 cm (6.82 inch) HD+ Display50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera6000 mAh Lithium-ion Polymer BatteryMeditek Helio G37 Processor1 Year on Handset and 6 Months on Accessories,4.2
